time_s,ue_id,source_cell,target_cell,source_sat,target_sat,source_beam,target_beam,algorithm,sinr_before_dB,sinr_after_dB,tte_predicted_s,time_of_stay_s,success,ping_pong,ue_lat,ue_lon,ue_speed_mps,mobility_type,elevation_before,elevation_after,failure_reason
111.000,36,3,48,2,47,0,0,a3,-10.27,-5.19,0.00,31.00,1,0,64.302462,33.600169,33.0,vehicular,24.7,24.6,
111.000,44,2,38,1,37,0,0,a3,-16.89,-13.07,0.00,1.00,0,1,55.332881,3.895748,82.0,hst,14.2,18.4,LowSINR
112.000,0,3,48,2,47,0,0,a3,-10.69,-2.59,0.00,6.00,1,1,64.887392,35.953442,0.0,static,24.1,27.2,
112.000,9,2,38,1,37,0,0,a3,-19.08,-15.02,0.00,16.00,1,0,49.961199,19.638143,0.0,static,14.1,11.3,
112.000,44,2,38,1,37,0,0,a3,-17.34,-9.34,0.00,2.00,1,1,55.333590,3.896097,82.0,hst,14.3,18.2,
113.000,8,2,38,1,37,0,0,a3,-18.52,-13.47,0.00,4.00,1,0,56.332579,4.752331,0.0,static,12.6,15.9,
113.000,15,2,38,1,37,0,0,a3,-18.80,-15.42,0.00,19.00,1,0,26.829485,-11.617870,20.6,vehicular,12.3,13.1,
113.000,41,2,38,1,37,0,0,a3,-14.36,-9.78,0.00,6.00,1,1,28.816927,-10.266662,0.9,pedestrian,16.3,17.3,
114.000,13,38,2,37,1,0,0,a3,-17.89,-13.46,0.00,36.00,0,0,47.714697,16.861139,77.4,hst,15.1,19.8,LowSINR
115.000,1,3,37,2,36,0,0,a3,-9.38,-2.89,0.00,1115.00,1,0,64.963600,-5.837749,2.3,pedestrian,31.0,28.7,
116.000,44,38,3,37,2,0,0,a3,-15.79,-11.44,0.00,4.00,0,0,55.336428,3.897494,82.0,hst,17.8,12.7,LowSINR
117.000,9,38,2,37,1,0,0,a3,-19.86,-13.90,0.00,5.00,1,1,49.961199,19.638143,0.0,static,11.0,14.5,
117.000,13,38,2,37,1,0,0,a3,-14.90,-7.69,0.00,39.00,0,0,47.716737,16.861788,77.4,hst,15.0,20.1,MarginalSINR
118.000,1,37,3,36,2,0,0,a3,-6.97,-1.92,0.00,3.00,1,1,64.963651,-5.837829,2.3,pedestrian,29.2,30.5,
118.000,13,38,2,37,1,0,0,a3,-14.74,-9.72,0.00,40.00,0,0,47.717417,16.862004,77.4,hst,14.9,20.2,LowSINR
118.000,15,38,2,37,1,0,0,a3,-17.26,-12.93,0.00,5.00,0,1,26.830172,-11.618565,20.6,vehicular,13.6,11.9,LowSINR
119.000,13,38,2,37,1,0,0,a3,-12.81,-6.53,0.00,41.00,1,0,47.718097,16.862220,77.4,hst,14.9,20.2,
