time_s,sat_id,lat,lon,altitude_km,velocity_mps
66.000,33,3.940271,179.972540,780.0,6652
66.000,34,36.591196,-177.598518,780.0,6652
66.000,35,69.103857,-170.790688,780.0,6652
66.000,36,77.354842,-16.561364,780.0,6652
66.000,37,45.029323,-3.886579,780.0,6652
66.000,38,12.390673,-1.067718,780.0,6652
66.000,39,-20.269868,1.055648,780.0,6652
66.000,40,-52.888995,4.494180,780.0,6652
66.000,41,-84.444733,40.029012,780.0,6652
66.000,42,-61.298877,173.125776,780.0,6652
66.000,43,-28.717115,177.748916,780.0,6652
66.000,44,3.940271,-120.027460,780.0,6652
66.000,45,36.591196,-117.598518,780.0,6652
66.000,46,69.103857,-110.790688,780.0,6652
66.000,47,77.354842,43.438636,780.0,6652
66.000,48,45.029323,56.113421,780.0,6652
66.000,49,12.390673,58.932282,780.0,6652
66.000,50,-20.269868,61.055648,780.0,6652
66.000,51,-52.888995,64.494180,780.0,6652
66.000,52,-84.444733,100.029012,780.0,6652
66.000,53,-61.298877,-126.874224,780.0,6652
66.000,54,-28.717115,-122.251084,780.0,6652
66.000,55,3.940271,-60.027460,780.0,6652
66.000,56,36.591196,-57.598518,780.0,6652
66.000,57,69.103857,-50.790688,780.0,6652
66.000,58,77.354842,103.438636,780.0,6652
66.000,59,45.029323,116.113421,780.0,6652
66.000,60,12.390673,118.932282,780.0,6652
66.000,61,-20.269868,121.055648,780.0,6652
66.000,62,-52.888995,124.494180,780.0,6652
66.000,63,-84.444733,160.029012,780.0,6652
66.000,64,-61.298877,-66.874224,780.0,6652
66.000,65,-28.717115,-62.251084,780.0,6652
68.000,0,4.059672,-0.028267,780.0,6652
68.000,1,36.710468,2.404796,780.0,6652
68.000,2,69.221617,9.260326,780.0,6652
68.000,3,77.240185,163.585651,780.0,6652
68.000,4,44.910156,176.120073,780.0,6652
68.000,5,12.271282,178.931797,780.0,6652
68.000,6,-20.389238,-178.944165,780.0,6652
68.000,7,-53.007983,-175.493484,780.0,6652
68.000,8,-84.535242,-139.164474,780.0,6652
68.000,9,-61.180261,-6.850131,780.0,6652
68.000,10,-28.597783,-2.249684,780.0,6652
