time_s,ue_id,sat_id,beam_id,cell_id,tte_predicted_s,current_gain_dB,peak_gain_dB,admitted,trigger_type
310.000,47,0,0,1,43.51,22.00,25.00,0,tte-aware
311.000,32,1,0,2,45.08,22.00,25.00,0,tte-aware
311.000,47,0,0,1,43.55,22.00,25.00,0,tte-aware
312.000,22,1,0,2,42.38,22.00,25.00,0,tte-aware
312.000,47,0,0,1,41.23,22.00,25.00,0,tte-aware
313.000,32,1,0,2,49.09,22.00,25.00,1,tte-aware
313.000,47,0,0,1,44.04,22.00,25.00,1,tte-aware
317.000,42,36,0,37,33.70,22.00,25.00,0,tte-aware
321.000,42,36,0,37,40.37,22.00,25.00,0,tte-aware
321.000,43,36,0,37,51.34,25.00,28.00,1,tte-aware
322.000,42,36,0,37,33.66,22.00,25.00,0,tte-aware
323.000,42,36,0,37,33.95,22.00,25.00,0,tte-aware
325.000,40,36,0,37,59.66,25.00,28.00,1,tte-aware
325.000,42,36,0,37,34.85,22.00,25.00,0,tte-aware
327.000,22,1,0,2,46.19,25.00,28.00,1,tte-aware
327.000,42,36,0,37,37.90,22.00,25.00,0,tte-aware
328.000,32,36,0,37,43.27,22.00,25.00,0,tte-aware
329.000,32,36,0,37,40.51,22.00,25.00,1,tte-aware
330.000,39,1,0,2,47.27,22.00,25.00,1,tte-aware
335.000,42,36,0,37,29.29,22.00,25.00,0,tte-aware
336.000,48,0,0,1,34.69,22.00,25.00,0,tte-aware
337.000,37,1,0,2,33.02,18.00,21.00,0,tte-aware
337.000,42,36,0,37,36.94,22.00,25.00,0,tte-aware
337.000,48,0,0,1,37.91,22.00,25.00,0,tte-aware
338.000,48,0,0,1,35.24,22.00,25.00,0,tte-aware
339.000,42,36,0,37,35.48,22.00,25.00,0,tte-aware
339.000,48,0,0,1,37.30,22.00,25.00,0,tte-aware
340.000,42,36,0,37,36.65,22.00,25.00,0,tte-aware
340.000,43,1,0,2,51.08,25.00,28.00,1,tte-aware
344.000,32,1,0,2,44.01,22.00,25.00,1,tte-aware
344.000,42,36,0,37,34.41,22.00,25.00,0,tte-aware
344.000,48,0,0,1,33.66,22.00,25.00,0,tte-aware
345.000,47,37,0,38,46.12,22.00,25.00,1,tte-aware
346.000,22,36,0,37,61.36,25.00,28.00,1,tte-aware
346.000,42,36,0,37,31.38,22.00,25.00,0,tte-aware
346.000,48,0,0,1,33.53,22.00,25.00,0,tte-aware
347.000,48,0,0,1,35.24,22.00,25.00,0,tte-aware
348.000,21,1,0,2,48.94,25.00,28.00,1,tte-aware
348.000,48,0,0,1,34.45,22.00,25.00,0,tte-aware
349.000,15,0,0,1,36.26,22.00,25.00,0,tte-aware
349.000,46,36,0,37,39.96,22.00,25.00,0,tte-aware
